Food Related,Bill Number,Bill Title,Introducers,Committee Assignment,Current Status,Description,Bill URL,Archived
false,HB447,RELATED TO TOURISM.,"TAM, GRANDINETTI, KILA, LA CHICA, LAMOSAO, PERRUSO","TOU, JHA, FIN","(H) 1/21/2025- Referred to TOU, JHA, FIN, referral sheet 2",Amends the types of occurrences for which the Hawaii Tourism Authority Board of Directors may request the Governor to declare a tourism emergency.  Reduces the minimum balance to be maintained in the Tourism Emergency Special Fund through an allocation of transient accommodations tax revenues.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=447&year=2025,true
false,HB446 HD1,RELATING TO A STATE HOTEL.,"TAM, BELATTI, GRANDINETTI, KAHALOA, KILA, LA CHICA, MARTEN, OLDS, PERRUSO, POEPOE, QUINLAN","TOU, HED, FIN","(H) 1/31/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on HED with Representative(s) Matsumoto, Reyes Oda voting aye with reservations; Representative(s) Alcos, Garcia, Muraoka, Pierick, Shimizu voting no (5) and Representative(s) Cochran, Templo, Ward excused (3).","Requires the Hawaii Tourism Authority and School of Travel Industry Management at the University of Hawaii at Manoa to jointly perform a study regarding the design, construction or purchase, and operations and management of a state hotel.  Appropriates funds.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=446&year=2025,true
false,HB460,RELATING TO THE DWELLING UNIT REVOLVING FUND.,"GRANDINETTI, BELATTI, IWAMOTO, MARTEN, PERRUSO, PIERICK, Poepoe, Tam","HSG, FIN","(H) 1/21/2025- Referred to HSG, FIN, referral sheet 2",Establishes the Dwelling Unit Revolving Fund Equity Program.  Repeals the Dwelling Unit Revolving Fund Equity Pilot Program.  Clarifies that the Hawaii Housing Finance and Development Corporation may utilize funds in the Dwelling Unit Revolving Fund for the purchase of equity in for-sale housing development projects and interim primary or secondary financing.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=460&year=2025,true
false,HB464 HD1,RELATING TO HOUSING.,"GRANDINETTI, AMATO, HOLT, IWAMOTO, KILA, LA CHICA, MARTEN, PERRUSO, POEPOE","HSG, CPC, JHA",(H) 2/6/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with none voting aye with reservations; none voting no (0) and Representative(s) Ward excused (1).,"Requires, for tenancies greater than 90 days, a landlord to notify a tenant of any intent to raise the rent for any subsequent rental agreement or any intent to terminate a rental agreement 60 days before the expiration of the original rental agreement.  Requires 90 day's notice for a landlord or tenant to terminate tenancies of three years or more and 60 days' notice to terminate tenancies of less than three years, with certain exceptions.  Increases the amount of notice required to terminate tenancies that are less than month-to-month.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=464&year=2025,true
false,HB471,RELATING TO EDUCATION.,"LEE, M., GRANDINETTI, HASHEM, ICHIYAMA, IWAMOTO, KAHALOA, KEOHOKAPU-LEE LOY, KILA, KITAGAWA, KONG, LOWEN, MARTEN, MATSUMOTO, MIYAKE, OLDS, PERRUSO, SOUZA, TAM, TODD, Amato","EDN, FIN",(H) 1/30/2025- The committee(s) on EDN recommend(s) that the measure be deferred.,Requires the Board of Education to establish a Korean language program.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=471&year=2025,true
false,HB512,RELATING TO OCEAN RECREATION MANAGEMENT.,ICHIYAMA,"WAL, JHA",(H) 2/6/2025- The committee(s) on WAL recommend(s) that the measure be deferred.,"Establishes a standard of state waters within three thousand feet seaward of the base line of the territorial sea as ocean recreation management areas.  Prohibits commercial activity in ocean recreation management areas, except by a commercial use permit.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=512&year=2025,true
false,HB533 HD1,RELATING TO HISTORIC PROPERTY.,"MIYAKE, AMATO, KAHALOA, LAMOSAO, LEE, M., LOWEN, MARTEN, MATAYOSHI, OLDS, SOUZA, TODD","WAL, JHA","(H) 2/10/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on JHA with none voting aye with reservations; none voting no (0) and Representative(s) Belatti, Cochran, Kila, Ward excused (4).","Amends the definition of ""historic property"" under the State's historic preservation program to include properties included on, or eligible for inclusion on, the national register of historic places or Hawaii register of historic places and any artifacts, records, or material remains relating to the property.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=533&year=2025,true
false,HB532 HD1,RELATING TO VEHICLE TITLES.,"MIYAKE, KILA, LAMOSAO, MARTEN, TAKENOUCHI, TODD","TRN, JHA","(H) 2/5/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on JHA with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Ward excused (2).","Clarifies that proof that a transferor has filed required notice forms serves as a complete defense to any action brought against the transferor for an act or omission, civil or criminal, arising out of the use, operation, or abandonment of the vehicle by another person.  Requires, by July 1, 2026, the courts to create new forms permitting transferors to respond to actions arising out of the use, operation, or abandonment of transferred vehicles.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=532&year=2025,true
false,HB542 HD1,RELATING TO THE UNIVERSITY OF HAWAII PROMISE PROGRAM.,"GARRETT, KAPELA, KILA, LA CHICA, OLDS, SOUZA","HRE, WAM","(S) 3/4/2025- Referred to HRE, WAM.",Expands the Hawaii promise program to provide scholarships for the unmet needs of qualified students at any four-year university of Hawaii campus who meet certain criteria.  Appropriates funds.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=542&year=2025,true
false,HB541,RELATING TO URBAN DEVELOPMENT.,"GARRETT, BELATTI, GRANDINETTI, MARTEN, MATAYOSHI, PERRUSO, TAKENOUCHI, Chun","HSG, WAL, JHA","(H) 1/21/2025- Referred to HSG, WAL, JHA, referral sheet 2","Makes certain urban development and land use requirements applicable only to counties with a population of less than five hundred thousand, including:  vesting the director of the county land use agency with the administrative authority to act on any application for subdivision, consolidation, or resubdivision; the required adoption or amendment of an ordinance to allow at least two accessory dwelling units, subject to certain conditions, on all residentially zoned lots; the calculation of certain school impact fees; and a prohibition on private covenants that include certain limitations or restrictions for residentially zoned lots within an urban district.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=541&year=2025,true
false,HB552,RELATED TO CARE HOMES.,"CHUN, LAMOSAO, TAKENOUCHI","HSH, FIN","(H) 1/21/2025- Referred to HSH, FIN, referral sheet 2","Increases the state supplemental payment ceilings for type I adult residential care homes, licensed developmental disabilities domiciliary homes, community care foster family homes, certified adult foster homes, and type II adult residential care homes.  Authorizes an additional payment for resident clients residing in these homes when state funds for the state supplemental payment for a specific fiscal year are not fully expended, under certain circumstances.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=552&year=2025,true
false,HB638,RELATING TO THE RESIDENTIAL LANDLORD-TENANT CODE.,"LA CHICA, GRANDINETTI, IWAMOTO, MARTEN, PERRUSO, TODD","CPC, FIN",(H) 2/5/2025- The committee(s) on CPC recommend(s) that the measure be deferred.,"Prohibits a landlord or the landlord's agent from charging an application fee for a criminal background check or credit report if an applicant provides a certified copy of a criminal background check or credit report.  Prohibits a landlord or the landlord's agent from charging an application fee if a comprehensive reusable tenant screening report is available.  Requires a landlord or the landlord's agent to provide, upon request, a certified copy of an applicant's criminal background check or credit report.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=638&year=2025,true
false,HB556 HD1,RELATING TO COLORECTAL CANCER.,"CHUN, AMATO, EVSLIN, GRANDINETTI, IWAMOTO, KAHALOA, LAMOSAO, LEE, M., MIYAKE, MORIKAWA, PERRUSO, POEPOE, TAKAYAMA, TAKENOUCHI, TAM, TARNAS, TODD","HLT/HSH, CPC, FIN","(H) 2/4/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Kong, Ward excused (3).","Requires and appropriates funds for the Department of Human Services to develop and implement a public assistance program offering state-funded colorectal screenings for certain persons.  Requires coverage for all colorectal cancer screenings in the State to be consistent with the Affordable Care Act Implementation Frequently Asked Questions published by the United States Department of Labor, United States Department of Health and Human Services, and United States Department of the Treasury.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=556&year=2025,true
false,HB563 HD1 SD1,RELATING TO THE UNIVERSITY OF HAWAII'S SPACE SCIENCE AND ENGINEERING INITIATIVE.,"KEOHOKAPU-LEE LOY, GARRETT, KAHALOA, LOWEN, SOUZA, TAKAYAMA","HRE, WAM",(S) 4/24/2025- Conference committee meeting to reconvene on 04-25-25 3:05PM; Conference Room 229.,"Appropriates funds for salaries and fringe benefits of positions for the University of Hawaii Institute for Astronomy's Space Science and Engineering Initiative Workforce Development Program, Maunakea Scholars Program, and Internship Program.  Appropriates funds for office equipment and supplies, operational costs, and stipends for high school and college students.  Effective 7/31/2050.  (SD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=563&year=2025,true
false,HB578,RELATING TO LIQUOR LAW VIOLATIONS.,"HOLT, KAHALOA, KILA, LAMOSAO, MARTEN, MIYAKE, POEPOE, TODD","CPC, JHA","(H) 1/21/2025- Referred to CPC, JHA, referral sheet 2","Establishes enhanced penalties for multiple violations of the same liquor law by licensees in a county with a population of 500,000 or more, under certain circumstances.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=578&year=2025,true
false,HB582,"PROPOSING AMENDMENTS TO ARTICLE X, SECTION 2 AND ARTICLE XVIII, SECTION 12, OF THE CONSTITUTION OF THE STATE OF HAWAII TO ESTABLISH A SCHOOL BOARD COMPRISED OF APPOINTED AND ELECTED MEMBERS.",REYES ODA,"EDN, JHA, FIN","(H) 1/21/2025- Referred to EDN, JHA, FIN, referral sheet 2",Proposes a constitutional amendment that would establish a school board comprised of five members appointed by the governor and four members elected by the voters and representing each county.  Prohibits board members from serving more than twelve years as a member.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=582&year=2025,true
false,HB595 HD2,RELATING TO RECORDINGS OF LAW ENFORCEMENT ACTIVITIES.,"BELATTI, GRANDINETTI, PERRUSO","LAB, JHA, FIN","(H) 2/13/2025- Report adopted; referred to the committee(s) on FIN as amended in HD 2 with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Kitagawa, Ward excused (3).",Establishes the right of a person to record law enforcement activities.  Establishes a private right of action for any violation of the right to record law enforcement activities.  Effective 7/1/3000.  (HD2),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=595&year=2025,true
false,HB597,"PROPOSING AN AMENDMENT TO ARTICLE I OF THE CONSTITUTION OF THE STATE OF HAWAII TO RECOGNIZE AND PROTECT THE INHERENT AND INALIENABLE RIGHT OF THE PEOPLE TO CLEAN WATER AND AIR, A HEALTHFUL ENVIRONMENT AND CLIMATE, HEALTHY NATIVE ECOSYSTEMS, AND BEACHES.","POEPOE, AMATO, GRANDINETTI, IWAMOTO, KAHALOA, LAMOSAO, LOWEN, MARTEN, PERRUSO","EEP/WAL, JHA, FIN","(H) 1/21/2025- Referred to EEP/WAL, JHA, FIN, referral sheet 2","Proposes a constitutional amendment to ensure that the inherent and inalienable right of the people, including present and future generations, to clean water and air, a healthful environment and climate, healthy native ecosystems, and beaches shall be protected and shall not be infringed.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=597&year=2025,true
false,HB607,RELATING TO FIREWORKS.,"SOUZA, KONG, TAM",JHA,"(H) 1/21/2025- Referred to JHA, referral sheet 2",Establishes the Class A felony-level offense of serious bodily injury or death resulting from fireworks.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=607&year=2025,true
false,HB608,RELATING TO FIREWORKS.,"SOUZA, COCHRAN, IWAMOTO, PERRUSO","TRN, JHA, FIN","(H) 1/21/2025- Referred to TRN, JHA, FIN, referral sheet 2","Establishes the shipping container inspection program and shipping container inspection program special fund.  Amends the definitions of ""aerial devices"" and ""fireworks"" within state fireworks law.  Requires reports to the Legislature on implementation of the shipping container inspection program.  Appropriates moneys.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=608&year=2025,true
false,HB620 HD1 SD1,RELATING TO EDUCATION.,"WOODSON, AMATO, CHUN, GRANDINETTI, HOLT, KAHALOA, KILA, LA CHICA, LEE, M., MARTEN, MATSUMOTO, MORIKAWA, PERRUSO, PIERICK, POEPOE, TAKENOUCHI, TAM, TARNAS, TODD","EDU, WAM",(H) 4/25/2025- Conference Committee Meeting will reconvene on Friday 04-25-25 6:20PM in conference room 229.,Establishes braille literacy as a policy of the State.  Requires literacy assessments for eligible low vision and blind students to include braille instruction and the use of braille.  Authorizes the Department of Education to adopt administrative rules.  Establishes the Braille Literacy Resource Center.  Appropriates funds.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=620&year=2025,true
false,HB1180,RELATING TO THE LANDLORD TENANT CODE.,"MIYAKE, AMATO, KEOHOKAPU-LEE LOY, KILA, KUSCH, LEE, M., SOUZA","CPC, JHA","(H) 1/27/2025- Referred to CPC, JHA, referral sheet 4","Authorizes a landlord to petition a district court for a temporary restraining order, permanent restraining order, or injunction to compel a tenant's compliance with section 521-51, Hawaii Revised Statutes.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1180&year=2025,true
false,HB630,RELATING TO COMMON INTEREST COMMUNITIES.,PIERICK,"CPC, JHA, FIN","(H) 1/21/2025- Referred to CPC, JHA, FIN, referral sheet 2","Provides for the administrative dissolution of any planned community association or condominium association in existence as of 7/1/2027.  Provides the Department of Commerce and Consumer Affairs the powers currently provided to planned community associations and condominium associations under chapters 421J and 514B, HRS, and each planned community's or condominium's bylaws and other governing documents.  Requires the Department of Commerce and Consumer Affairs to submit a report and proposed legislation to the Legislature with recommendations to administer planned communities and condominiums.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=630&year=2025,true
false,HB641,RELATING TO HEALTH.,"MARTEN, GARCIA, KAHALOA, LEE, M., MORIKAWA, OLDS, PERRUSO, POEPOE, TAKAYAMA, TAM, TODD","HLT, CPC, FIN","(H) 1/21/2025- Referred to HLT, CPC, FIN, referral sheet 2","Beginning 1/1/2026, requires health insurers and mutual benefit societies to provide coverage for traditional native Hawaiian healing and cultural practices offered through a Federally Qualified Health Center or a Native Hawaiian Health Care System.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=641&year=2025,true
false,HB654,RELATING TO SPECIAL MANAGEMENT AREA MINOR PERMITS.,HASHEM,"HSG, WAL, JHA","(H) 1/21/2025- Referred to HSG, WAL, JHA, referral sheet 2","Amends the definition of ""special management area minor permit"", in section 205A-22, HRS, to mean an action by the applicable authority authorizing: (1) Development, the valuation of which does not exceed $1,000,000, and that has no substantial adverse environmental or ecological effect, taking into account potential cumulative effects; or (2) Construction or reconstruction of single-family residential use that is less than 7,500 square feet of floor area in aggregate; is situated on a shoreline parcel or a parcel that is impacted by waves, storm surges, high tide, or shoreline erosion; and is not part of a larger development.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=654&year=2025,true
false,HB662 HD1,RELATING TO CAMPAIGN FINANCE.,"KILA, EVSLIN, LAMOSAO, TAKENOUCHI","JHA, FIN","(H) 2/13/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Kitagawa, Ward excused (3).",Makes contributions by the candidate's immediate family subject to contribution limits.  Amends the loan amount that a candidate or candidate committee may receive from the candidate's immediate family.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=662&year=2025,true
false,HB790 HD1,RELATING TO RENEWABLE ENERGY.,"LOWEN, AMATO, GRANDINETTI, KAPELA, KITAGAWA, MARTEN, PERRUSO, QUINLAN, TAM, TARNAS, TODD","EEP, CPC, FIN","(H) 2/6/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with none voting aye with reservations; Representative(s) Garcia, Pierick voting no (2) and Representative(s) Ward excused (1).",Establishes an installation goal for customer-sited distributed energy resources in the State.  Ensures that fair compensation is provided to distributed energy resources exports as part of grid service programs.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=790&year=2025,true
false,HB664 HD1 SD2,RELATING TO GUN VIOLENCE PREVENTION.,"KILA, EVSLIN, GARRETT, GRANDINETTI, LAMOSAO, LOWEN, TAKAYAMA, TAKENOUCHI, TAM","PSM, WAM/JDC",(S) 4/21/2025- Received notice of appointment of House conferees (Hse. Com. No. 755).,"Establishes the Office of Gun Violence Prevention to conduct community outreach on gun violence prevention, develop and administer a grant program for gun violence prevention, and develop and administer a gun violence resource bank.  Moves the Gun Violence and Violent Crimes Commission from the Office of the Attorney General to the Department of Law Enforcement.  Replaces the Attorney General with the Director of Law Enforcement as Chair of the Gun Violence and Violent Crimes Commission and includes the Attorney General as a commission member.  Establishes the Gun Violence Prevention Special Fund and appropriates funds into and out of the special fund.  Appropriates funds.  Effective 7/1/2077.  (SD2)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=664&year=2025,true
false,HB673 HD1,RELATING TO EMERGENCY MANAGEMENT.,"BELATTI, MARTEN, PERRUSO, PIERICK, POEPOE","PBS, JHA","(H) 2/13/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on JHA with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Kitagawa, Ward excused (3).","Amends chapter 127A, HRS, to clarify state and county authority.  Prohibits the Governor or a mayor from suspending requests for public records or vital specifics during a state of emergency.  Adds definition of the term ""severe warning"".  Allows the Legislature and county councils to terminate a state of emergency, in whole or in part, issued by the Governor or a mayor, respectively.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=673&year=2025,true
false,HB676,RELATING TO YOUTH AND ADULT CORRECTIONAL FACILITIES.,"BELATTI, AMATO, GRANDINETTI, MARTEN, PERRUSO, POEPOE, SOUZA, TAKAYAMA, TARNAS, TODD, WARD","PBS/HSH, CPC, FIN","(H) 1/21/2025- Referred to PBS/HSH, CPC, FIN, referral sheet 2",Requires the State's youth and adult correctional facilities to provide free and accessible voice communication services for incarcerated persons in state correctional facilities.  Prohibits any state agency from deriving revenue or financial benefit from the provision of communication services to persons confined in state correctional facilities.  Requires the Public Utilities Commission to establish service quality standards and rules for the free voice communication services.  Requires a report to the Legislature.  Appropriates funds.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=676&year=2025,true
false,HB688,RELATING TO COMMUNITY HEALTH WORKERS.,"KAPELA, GRANDINETTI","HLT, FIN","(H) 1/21/2025- Referred to HLT, FIN, referral sheet 2","Requires the Department of Health to establish and administer a three-year Rural Community Health Worker Pilot Program that enables community health workers to provide outreach, education, training, and navigation to individuals residing in rural communities in the State and address social determinants of health.  Appropriates funds.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=688&year=2025,true
false,HB702 HD1,RELATING TO HUMAN SERVICES.,"MARTEN, AMATO, BELATTI, CHUN, COCHRAN, EVSLIN, GARRETT, GRANDINETTI, HASHEM, ICHIYAMA, ILAGAN, IWAMOTO, KAHALOA, KAPELA, KILA, LA CHICA, LAMOSAO, LOWEN, MATAYOSHI, MIYAKE, MORIKAWA, PERRUSO, SAYAMA, SHIMIZU, SOUZA, TAKAYAMA","HHS, WAM","(S) 3/4/2025- Referred to HHS, WAM.","Appropriates funds to increase the funding for Medicaid in-home services, conditioned on the Department of Human Services obtaining the maximum federal matching funds.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=702&year=2025,true
false,HB705 HD1 SD1 CD1,RELATING TO THE EXECUTIVE OFFICE ON AGING.,"CHUN, AMATO, BELATTI, COCHRAN, EVSLIN, GARRETT, GRANDINETTI, ICHIYAMA, ILAGAN, IWAMOTO, KAHALOA, KAPELA, KEOHOKAPU-LEE LOY, KILA, LA CHICA, LAMOSAO, LOWEN, MARTEN, MATAYOSHI, MIYAKE, MORIKAWA, PERRUSO, SHIMIZU, SOUZA, TAKAYAMA, TAKENOUCHI","HHS, WAM","(H) 7/3/2025- Act 287, on 07/03/2025 (Gov. Msg. No. 1390).","Establishes a Medi-Medi Project within the Executive Office on Aging to assist older adults, Medicare beneficiaries, individuals with disabilities, and other underserved populations who may qualify for various low-income subsidy programs to gain access to their benefits.  Requires the Executive Office on Aging to submit reports to the Legislature.  Appropriates funds for staff and operating expenses.  Requires and appropriates funds for the Executive Office on Aging to develop a one-year pilot project to provide the Medi-Medi Project to kupuna and families living in a disadvantaged community, specifically the Kalihi Valley catchment areas.  (CD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=705&year=2025,true
false,HB713 HD1 SD1 CD1,RELATING TO A RATE STUDY FOR HOME HEALTH SERVICES.,"TAKAYAMA, GARRETT, GRANDINETTI, HASHEM, IWAMOTO, KAPELA, LEE, M., MARTEN, OLDS, PERRUSO, TAKENOUCHI, TAM, TODD","HHS, WAM","(H) 6/6/2025- Act 193, on 06/06/2025 (Gov. Msg. No. 1293).",Appropriates funds for the Department of Human Services to conduct a rate study for Medicaid home health services in Hawaii.  (CD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=713&year=2025,true
false,HB712 HD2 SD2 CD1,RELATING TO HEALTH.,"TAKAYAMA, AMATO, BELATTI, CHUN, GRANDINETTI, IWAMOTO, KAPELA, KITAGAWA, LAMOSAO, LOWEN, MARTEN, MATAYOSHI, MIYAKE, OLDS, PERRUSO, PIERICK, SAYAMA, SOUZA, TARNAS","HLT, CPC, JHA, FIN","(H) 5/30/2025- Act 143, on 05/30/2025 (Gov. Msg. No. 1243).","Prohibits drug manufacturers from denying, restricting, or prohibiting the acquisition, shipping, or delivery of a 340B drug to pharmacies contracted with 340B covered entities under the federal 340B Drug Pricing Program.  Authorizes 340B covered entities and the Attorney General to bring a civil action for enforcement within four years of a violation.  Beginning 7/1/2026, requires each 340B covered entity in the State to report certain information annually to the hospital trade association operating in the State and requires the hospital trade association to prepare and publicly post an aggregate report of reports submitted by each 340B covered entity.  (CD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=712&year=2025,true
false,HB726,RELATING TO A STATEWIDE DATA AND ARTIFICIAL INTELLIGENCE GOVERNANCE AND DECISION INTELLIGENCE CENTER.,"HUSSEY, AMATO, BELATTI, GRANDINETTI, KAPELA, PERRUSO","ECD, FIN","(H) 1/21/2025- Referred to ECD, FIN, referral sheet 2",Establishes and appropriates funds for a data and artificial intelligence governance and decision intelligence center and necessary positions to improve data quality and data sharing statewide.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=726&year=2025,true
false,HB731 HD1,RELATING TO MINORS.,"IWAMOTO, AMATO, BELATTI, COCHRAN, GRANDINETTI, ICHIYAMA, KEOHOKAPU-LEE LOY, LA CHICA, LAMOSAO, LEE, M., LOWEN, MARTEN, MATAYOSHI, OLDS, POEPOE, SAYAMA, TAKAYAMA, Templo","HSH, CPC, JHA","(H) 1/31/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with Representative(s) Kila, Lamosao, Matsumoto, Pierick, Reyes Oda, Shimizu, Souza voting aye with reservations; Representative(s) Alcos, Garcia, Muraoka voting no (3) and Representative(s) Cochran, Templo, Ward excused (3).","Authorizes a licensed health care provider properly trained in the medical forensic care of a patient who has experienced sexual assault or abuse, upon consultation with a minor patient who indicates that the minor was the victim of a sexual offense, with the consent of the minor patient, to perform customary and necessary examinations to obtain evidence of the sexual offense and may prescribe for and treat the patient for any immediate condition caused by the sexual offense.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=731&year=2025,true
false,HB738 HD2,RELATING TO HISTORIC PRESERVATION.,"EVSLIN, LOWEN, MARTEN, MORIKAWA, NAKAMURA, SOUZA, TAKAYAMA, TAM, TARNAS, Amato","HSG, WAL, JHA","(H) 2/13/2025- Report adopted; referred to the committee(s) on JHA as amended in HD 2 with none voting aye with reservations; Representative(s) Pierick voting no (1) and Representative(s) Cochran, Kitagawa, Ward excused (3).","Creates a process for expediting the review of majority-residential mixed-use transit-oriented development or residential transit-oriented development on certain parcels within county-designated transit-oriented development zones that have a low risk of affecting historically significant resources.  Authorizes lead agencies, including county governments, to make determinations on the potential effects of a project.  Creates a ninety-day limit, or thirty-day if no historic property is to be affected, to concur or not concur with project effect determinations.  Exempts projects with written concurrence from further review unless there is a change to the project or additional historic properties, aviation artifacts, or burial sites are identified within the project area.  Establishes notice and reporting requirements if there is a change to the project or additional historic properties, aviation artifacts, or burial sites are identified within the project area after the initial written concurrence.  Effective 7/1/3000.  (HD2)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=738&year=2025,true
false,HB752,RELATING TO ENVIRONMENTAL STEWARDSHIP FEES.,"PERRUSO, AMATO, BELATTI, EVSLIN, GRANDINETTI, IWAMOTO, KAHALOA, LA CHICA, LOWEN, MARTEN, MORIKAWA, PIERICK, POEPOE, SOUZA, TARNAS, TODD","TOU/WAL, FIN","(H) 1/31/2025- Re-referred to TOU/WAL, FIN, referral sheet 10","Effective 7/1/2027, establishes the Environmental Stewardship Fee Program within the Department of Land and Natural Resources, through which the Department will collect a fee from visitors for a license to visit a state park, forest, hiking trail, or other state natural area.  Establishes the Environmental Stewardship Fee Special Fund effective 7/1/2025.  Allocates a certain amount of transient accommodations tax revenues to the special fund.  Requires report to the Legislature on strategic plan and timetable for objectives and implementation of the environmental stewardship fee program.  Appropriates funds for the environmental stewardship fee strategic plan and positions for the Environmental Stewardship Fee Program.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=752&year=2025,true
false,HB759,RELATING TO TAX HAVEN ABUSE.,"PERRUSO, BELATTI, GRANDINETTI, IWAMOTO, MARTEN, TODD","ECD, CPC, FIN","(H) 1/21/2025- Referred to ECD, CPC, FIN, referral sheet 2","Part I: Effective 1/1/2026, requires corporations to include in their income the income of all foreign subsidiaries to the State; applies the State's apportionment formula to determine the share of reported profits subject to the appropriate tax, which shall be deposited into the state general fund; and requires corporations to report all profits, losses, revenues, and inter-company transactions made and all taxes paid in other states.  Part II: Establishes within DOTAX a Corporate Tax Law Task Force to annually review the State's corporate tax laws and recommend updates to close tax loopholes.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=759&year=2025,true
